CODE_VALUE	DEFAULT_LONG_NAME	LOCATION_TYPE_CODE	LATITUDE	LONGITUDE	GENERIC_LOCATION_CODE	DEFAULT_LONG_NAME	LOCATION_TYPE_CODE		COUNTRY_CODE	STATUS_CODE
5501629	Hegyeshalom(Gr)	29	475619N	170544E	5506015	Hegyeshalom(Gr)	29		HU	1
5501630	Biharkeresztes(Gr)	29	470743N	214750E	5509423	Biharkeresztes(Gr)	29		HU	1
5501634	Cana(Gr)	29	483228N	211639E	5508813	Cana(Gr)	29		HU	1
5501635	Zahony(Gr)	29	482455N	221106E	5509555	Zahony(Gr)	29		HU	1
5501636	Szentgotthárd(Gr)	29	465702N	161446E	5506064	Szentgotthárd(Gr)	29		HU	1
5501684	Pankasz	29	465010N	162950E	5505058	Pankasz	29		HU	1
5501685	Nagyrakos	29	464936N	162716E	5505066	Nagyrakos	29		HU	1
5501686	Öriszentpeter	29	464942N	162500E	5505074	Öriszentpeter	29		HU	1
5501687	Bajansenye	29	464906N	162129E	5505082	Bajansenye	29		HU	1
5501689	Felsöjánosfa	29	465029N	163236E	5505041	Felsöjánosfa	29		HU	1
5509407	Carei(Gr)	29	474556N	222633E	5509407	Carei(Gr)	29		HU	1
5509415	Nyirabrany(Gr)	29	473150N	220242E	5509415	Nyirabrany(Gr)	29		HU	1
5509449	Salonta(Gr)	29	464542N	212937E	5509449	Salonta(Gr)	29		HU	1
5581949	Szentgotthárd állomás/Bahnhof (elökert/Vorplatz)	26	465725N	161549E	55G0016	Szentgotthárd állom	26		HU	1
5600002	Skalite(Gr)	29	493020N	185846E	5610045	Skalite(Gr)	29		SK	1
5600007	Kosice	26	484323N	211607E	5613600	Kosice	26		SK	1
5600010	Vrbovce(Gr)	29	485111N	173118E	5610116	Vrbovce(Gr)	29		SK	1
5600011	Nemsova(Gr)	29	485952N	180606E	5610106	Nemsova(Gr)	29		SK	1
5600013	Poprad-Tatry	29	490336N	201742E	5613250	Poprad-Tatry	29		SK	1
5600020	Zilina	29	491337N	184446E	5617915	Zilina	29		SK	1
5600023	Komarno	29	474608N	180732E	5614906	Komarno	29		SK	1
5600024	Levice	29	481240N	183533E	5615716	Levice	29		SK	1
8000998	Bischweier	29	484956N	081639E	8014252	Bischweier	29		DE	1
8000999	Bisingen	29	481846N	085516E	8029343	Bisingen	29		DE	1
8001000	Bissendorf	29	523122N	094453E	8013686	Bissendorf	29		DE	1
8001002	Bittelbronn	29	482640N	083522E	8029488	Bittelbronn	29		DE	1
8001003	Blaibach(Oberpf)	29	490951N	124829E	8026261	Blaibach(Oberpf)	29		DE	1
8001004	Blaichach(Allgäu)	29	473237N	101532E	8002343	Blaichach(Allgäu)	29		DE	1
8001005	Bitzfeld	29	491114N	092712E	8085224	Bitzfeld	29		DE	1
8001006	Blankenberg(Sieg)	29	504607N	072055E	8015590	Blankenberg(Sieg)	29		DE	1
8001007	Hamburg-Blankenese	29	533352N	094853E	8001107	Hamburg-Blankenese	29		DE	1
8001008	Blankenheim(Wald)	29	502631N	063537E	8015631	Blankenheim(Wald)	29		DE	1
8001009	Blankenloch	29	490400N	082753E	8014070	Blankenloch	29		DE	1
8001013	Blaubeuren	29	482414N	094731E	8029233	Blaubeuren	29		DE	1
5103870	Tychowo	29	535518N	161357E	5100396	Tychowo	29		PL	1
5103873	Kobior	29	500356N	185524E	5107596	Kobior	29		PL	1
5100009	Gdansk Glowny	29	542120N	183838E	5100750	Gdansk Glowny	29		PL	1
5100010	Gdynia Glowna	29	543115N	183146E	5100590	Gdynia Glowna	29		PL	1
5100011	Gliwice	29	501804N	184038E	5106970	Gliwice	29		PL	1
5100012	Glogow	29	514008N	160447E	5104220	Glogow	29		PL	1
5100013	Gniezno	29	523147N	173608E	5103080	Gniezno	29		PL	1
5100014	Gorzow Wlkp.	29	524340N	151345E	5101390	Gorzow Wlkp.	29		PL	1
5100015	Inowroclaw	29	524818N	181439E	5101870	Inowroclaw	29		PL	1
5100016	Jarocin	29	515809N	172939E	5104470	Jarocin	29		PL	1
5100017	Kalisz	29	514434N	180419E	5104524	Kalisz	29		PL	1
5100018	Kamieniec Zabkowicki	29	503211N	165401E	5105640	Kamieniec Zabkowick	29		PL	1
5100020	Katowice	26	501527N	190102E	5107331	Katowice	26		PL	1
5100021	Bohumin(Gr)	29	495438N	181959E	5106793	Bohumin(Gr)	29		PL	1
5100022	Kielce	29	505227N	203705E	5106355	Kielce	29		PL	1
5100023	Kepno	29	511730N	180004E	5104540	Kepno	29		PL	1
5100024	Koluszki	29	514441N	194908E	5104725	Koluszki	29		PL	1
5100025	Kolobrzeg	29	541056N	153411E	5100410	Kolobrzeg	29		PL	1
5100026	Konin	29	521353N	181512E	5103310	Konin	29		PL	1
5100027	Koszalin	29	541129N	161012E	5100440	Koszalin	29		PL	1
5100028	Krakow Glowny	26	500402N	195651E	51G0002	Krakow Glowny	26		PL	1
5100029	Krynica	29	492438N	205726E	5108248	Krynica	29		PL	1
5100030	Krzyz	29	525239N	160104E	5102910	Krzyz	29		PL	1
5100031	Kudowa Zdroj	29	502539N	161447E	5105755	Kudowa Zdroj	29		PL	1
5100032	Kutno	29	521337N	192055E	5103220	Kutno	29		PL	1
5100033	Kuznica Bialostocka	29	533041N	233830E	5102500	Kuznica Bialostocka	29		PL	1
914116	Wien Hüttelberg	29	481231N	161542E	914116	Wien Hüttelberg	29		AT	1
914117	Wien Auhof Scheringgasse	26	481226N	161315E	914117	Wien Auhof Schering	26		AT	1
914118	Wien Laskywiesengasse (Nr.28)	29	481452N	161307E	914118	Wien Laskywiesengas	29		AT	1
914119	Wien Hainbachgasse/Laskywiesengasse	29	481448N	161301E	914119	Wien Hainbachgasse/	29		AT	1
914120	Wien Steinböckengasse	26	481214N	161537E	914120	Wien Steinböckengas	26		AT	1
914121	Wien Schloss Schönbrunn (Linke Wienzeile)	26	481116N	161853E	914121	Wien Schloss Schönb	26		AT	1
914122	Wien Schloss Schönbrunn (Schlossbrücke)	26	481113N	161850E	914122	Wien Schloss Schönb	26		AT	1
914123	Wien Schloss Schönbrunn (Schlossstraße)	26	481112N	161851E	914123	Wien Schloss Schönb	26		AT	1
914124	Wien Hütteldorfer Straße (Reinlgasse)	26	481156N	161842E	914124	Wien Hütteldorfer S	26		AT	1
914125	Wien Gruschaplatz (Waidhausenstraße)	26	481145N	161651E	914125	Wien Gruschaplatz (	26		AT	1
914126	Wien Deutschordenstraße (Nr.38-40)	26	481157N	161608E	914126	Wien Deutschordenst	26		AT	1
914127	Wien Bahnhofstraße	29	481206N	161544E	914127	Wien Bahnhofstraße	29		AT	1
914128	Wien Hinterhainbach	29	481456N	161308E	914128	Wien Hinterhainbach	29		AT	1
914129	Wien Bergmillergasse (Hüttelbergstraße)	26	481208N	161526E	914129	Wien Bergmillergass	26		AT	1
914130	Wien Schottenwald	29	481350N	161529E	914130	Wien Schottenwald	29		AT	1
914131	Wien Schloss Schönbrunn (Schlossallee)	26	481118N	161849E	914131	Wien Schloss Schönb	26		AT	1
914132	Wien Wolf in der Au Bahnhst (Hauptstraße)	26	481217N	161410E	914132	Wien Wolf in der Au	26		AT	1
914133	Wien Hanusch-Krankenhaus	29	481156N	161738E	914133	Wien Hanusch-Kranke	29		AT	1
914134	Wien Phillipsgasse	26	481123N	161829E	914134	Wien Phillipsgasse	26		AT	1
914135	Wien SMZ Baumgartner Höhe/C-Gebäude	26	481226N	161649E	914135	Wien SMZ Baumgartne	26		AT	1
914136	Wien Weinzierlgasse	29	481132N	161740E	914136	Wien Weinzierlgasse	29		AT	1
914137	Wien Breitensee Bahnhst (Schleife)	26	481155N	161824E	914137	Wien Breitensee Bah	26		AT	1
914138	Wien Baumgarten (Hütteldorfer Straße)	26	481156N	161620E	914138	Wien Baumgarten (Hü	26		AT	1
914139	Wien Roßkopfgasse (Nr.29)	29	481449N	161308E	914139	Wien Roßkopfgasse (	29		AT	1
914140	Wien Roßkopfgasse/Hainbachgasse	29	481446N	161301E	914140	Wien Roßkopfgasse/H	29		AT	1
914141	Wien Baumgarten (Linzer Straße)	26	481156N	161619E	914141	Wien Baumgarten (Li	26		AT	1
914142	Wien Hütteldorf, Bujattigasse (Nr.2)	26	481210N	161519E	914142	Wien Hütteldorf, Bu	26		AT	1
914143	Wien Penzinger Straße (Schlossallee)	26	481124N	161854E	914143	Wien Penzinger Stra	26		AT	1
914144	Wien Linzer Straße/Johnstraße	26	481130N	161857E	914144	Wien Linzer Straße/	26		AT	1
914145	Wien Linzer Straße/Johnstraße	26	481134N	161900E	914145	Wien Linzer Straße/	26		AT	1
914146	Wien Kinkplatz (Nr.21)	26	481202N	161639E	914146	Wien Kinkplatz (Nr.	26		AT	1
914147	Wien Niederpointenstraße/Flötzersteig	26	481212N	161630E	914147	Wien Niederpointens	26		AT	1
914148	Wien SMZ Baumgartner Höhe/Pavillon 3+5	29	481226N	161636E	914148	Wien SMZ Baumgartne	29		AT	1
914149	Wien SMZ Baumgartner Höhe/G-Gebäude	26	481221N	161622E	914149	Wien SMZ Baumgartne	26		AT	1
914150	Wien SMZ Baumgartner Höhe/Pavillon Felix+Austria	29	481223N	161615E	914150	Wien SMZ Baumgartne	29		AT	1
914151	Wien SMZ Baumgartner Höhe/Pavillon Rosenvilla	29	481225N	161621E	914151	Wien SMZ Baumgartne	29		AT	1
914152	Wien SMZ Baumgartner Höhe/Pavillon 17	29	481232N	161631E	914152	Wien SMZ Baumgartne	29		AT	1
914153	Wien SMZ Baumgartner Höhe/Küche	29	481233N	161644E	914153	Wien SMZ Baumgartne	29		AT	1
914154	Wien SMZ Baumgartner Höhe/Pavillon 18	29	481236N	161654E	914154	Wien SMZ Baumgartne	29		AT	1
914155	Wien SMZ Baumgartner Höhe/Pavillon W	29	481237N	161648E	914155	Wien SMZ Baumgartne	29		AT	1
914156	Wien SMZ Baumgartner Höhe/Haus Otto	29	481241N	161702E	914156	Wien SMZ Baumgartne	29		AT	1
914157	Wien Tinterstr./Baumgartner Friedhof (Tinterstr.)	26	481200N	161645E	914157	Wien Tinterstr./Bau	26		AT	1
914158	Wien Hütteldorf, Bujattigasse (Schleife)	26	481209N	161521E	914158	Wien Hütteldorf, Bu	26		AT	1
914159	Wien Deutschordenstraße (Linzer Straße)	29	481200N	161602E	914159	Wien Deutschordenst	29		AT	1
914160	Wien Kinkplatz (Nr.19)	26	481203N	161635E	914160	Wien Kinkplatz (Nr.	26		AT	1
915001	Wien Johnstraße (U3)	26	481151N	161913E	915001	Wien Johnstraße (U3	26		AT	1
915002	Wien Schweglerstraße (U3)	26	481152N	161943E	915002	Wien Schweglerstraß	26		AT	1
915003	Wien Westbahnhof (U3)	26	481146N	162022E	915003	Wien Westbahnhof (U	26		AT	1
915004	Wien Westbahnhof (Felberstraße)	26	481153N	162015E	915004	Wien Westbahnhof (F	26		AT	1
915005	Wien Westbahnhof (Neubaugürtel Mitte/Westeingang)	26	481149N	162020E	915005	Wien Westbahnhof (N	26		AT	1
915006	Wien Westbahnhof (U6)	26	481149N	162021E	915006	Wien Westbahnhof (U	26		AT	1
915007	Wien Beingasse	29	481158N	161956E	915007	Wien Beingasse	29		AT	1
915008	Wien Rudolfsheim Anschützgasse (Schwendergasse)	26	481124N	161921E	915008	Wien Rudolfsheim An	26		AT	1
915009	Wien Guntherstraße	29	481208N	161936E	915009	Wien Guntherstraße	29		AT	1
915010	Wien Camillo-Sitte-Gasse	29	481218N	161938E	915010	Wien Camillo-Sitte-	29		AT	1
5100138	Strzelce Opolskie	29	503102N	181811E	5106170	Strzelce Opolskie	29		PL	1
5100139	Stroze	29	493915N	205835E	5108160	Stroze	29		PL	1
5100140	Sucha Beskidzka	29	494425N	193451E	5107840	Sucha Beskidzka	29		PL	1
5100141	Suwalki	29	540622N	225643E	5101280	Suwalki	29		PL	1
5100142	Swidwin	29	534653N	154622E	5100363	Swidwin	29		PL	1
5100143	Szamotuly	29	523613N	163508E	5102880	Szamotuly	29		PL	1
5100144	Szczecin Dabie	29	532328N	144010E	5100110	Szczecin Dabie	29		PL	1
5100145	Szczecin Gumience	29	532352N	142942E	5100020	Szczecin Gumience	29		PL	1
5100146	Szczecin Podjuchy	29	532137N	143509E	5100080	Szczecin Podjuchy	29		PL	1
5100147	Szczytno	29	533337N	205952E	5101060	Szczytno	29		PL	1
5100148	Szepietowo	29	525212N	223226E	5102463	Szepietowo	29		PL	1
5100149	Trzcianka	29	530203N	162759E	5101454	Trzcianka	29		PL	1
5100150	Trzebiatow	29	540331N	151636E	5100214	Trzebiatow	29		PL	1
5100151	Tunel	29	502600N	195930E	5106462	Tunel	29		PL	1
5100152	Ustronie Morskie	29	541201N	154454E	5100413	Ustronie Morskie	29		PL	1
5100153	Wejherowo	29	543621N	181345E	5100630	Wejherowo	29		PL	1
5100154	Wloszczowa	29	505016N	200052E	5106480	Wloszczowa	29		PL	1
5100155	Wolow	29	511959N	163802E	5106033	Wolow	29		PL	1
5100157	Wrzesnia	29	521939N	173318E	5103000	Wrzesnia	29		PL	1
5100158	Zakopane	29	491802N	195748E	5107902	Zakopane	29		PL	1
5100159	Zasieki	29	514408N	144007E	5104171	Zasieki	29		PL	1
5100162	Ziebice	29	503630N	170202E	5105642	Ziebice	29		PL	1
5100164	Czerwonka	29	535453N	205342E	5100970	Czerwonka	29		PL	1
5100165	Jelenia Gora Ciepl.	29	505211N	154116E	5105609	Jelenia Gora Ciepl.	29		PL	1
5100167	Lowicz Glowny	29	520620N	195717E	5103290	Lowicz Glowny	29		PL	1
5100168	Lukow	29	515630N	222321E	5103990	Lukow	29		PL	1
5100169	Stare Jablonki	29	534129N	200546E	5102207	Stare Jablonki	29		PL	1
5100172	Warszawa Gdanska	29	521533N	205937E	5103610	Warszawa Gdanska	29		PL	1
5100174	Mrozy	29	520951N	214804E	5103987	Mrozy	29		PL	1
5100175	Myslowice	29	501416N	190831E	5107350	Myslowice	29		PL	1
5100176	Naleczow	29	511904N	221247E	5105010	Naleczow	29		PL	1
5100177	Namyslow	29	510429N	174259E	5106230	Namyslow	29		PL	1
5100178	Nasielsk	29	523425N	204607E	5103670	Nasielsk	29		PL	1
5100179	Nowa Ruda	29	503438N	162950E	5105794	Nowa Ruda	29		PL	1
5100180	Nowogard	29	534000N	150719E	5100185	Nowogard	29		PL	1
5100181	Nowy Targ	29	492826N	200054E	5107890	Nowy Targ	29		PL	1
5100182	Oborniki Slaskie	29	511756N	165427E	5105878	Oborniki Slaskie	29		PL	1
5100183	Oborniki Wlkp.	29	523926N	164946E	5102960	Oborniki Wlkp.	29		PL	1
5100185	Olesno Slaskie	29	505255N	182528E	5107155	Olesno Slaskie	29		PL	1
5100188	Pabianice	29	513939N	191930E	5104658	Pabianice	29		PL	1
5100189	Pilawa	29	515726N	213158E	5103920	Pilawa	29		PL	1
5100190	Piotrkow Trybunalski	29	512436N	194105E	5104770	Piotrkow Trybunalsk	29		PL	1
5100191	Pisz	29	533755N	214736E	5101236	Pisz	29		PL	1
5100192	Pleszew	29	515331N	174358E	5104484	Pleszew	29		PL	1
5100193	Ploty	29	534818N	151548E	5100195	Ploty	29		PL	1
5100194	Prabuty	29	534532N	191235E	5102290	Prabuty	29		PL	1
5100195	Przeworsk	29	500402N	223012E	5108310	Przeworsk	29		PL	1
8594471	Andermatt, Bodenstrasse	29	463805N	083527E	8594471	Andermatt, Bodenstr	29		CH	1
8594472	Andermatt, Gemeindehaus	29	463801N	083541E	8594472	Andermatt, Gemeinde	29		CH	1
8594473	Andermatt, Krone	29	463758N	083546E	8594473	Andermatt, Krone	29		CH	1
8594474	Andermatt, Tourist Info	29	463813N	083542E	8594474	Andermatt, Tourist 	29		CH	1
8594475	Andermatt,Kreisel Oberalp Nord	29	463806N	083546E	8594475	Andermatt,Kreisel O	29		CH	1
8594476	Andermatt, Wyler	29	463812N	083603E	8594476	Andermatt, Wyler	29		CH	1
8594477	Andermatt, Kreisel Oberalp Süd	29	463805N	083547E	8594477	Andermatt, Kreisel 	29		CH	1
8594478	Davos Clavadel, Eggeli	29	464507N	094953E	8594478	Davos Clavadel, Egg	29		CH	1
8594480	Zofingen, Thutplatz	29	471719N	075647E	8594480	Zofingen, Thutplatz	29		CH	1
8594481	Zofingen, Talpi	29	471740N	075649E	8594481	Zofingen, Talpi	29		CH	1
8594482	Zofingen, Eigerweg	29	471738N	075654E	8594482	Zofingen, Eigerweg	29		CH	1
8594483	Zofingen, Weissensteinstrasse	29	471734N	075701E	8594483	Zofingen, Weissenst	29		CH	1
8594484	Zofingen, Vordere Hauptgasse	29	471727N	075637E	8594484	Zofingen, Vordere H	29		CH	1
8594485	Zofingen, Alter Postplatz	29	471718N	075642E	8594485	Zofingen, Alter Pos	29		CH	1
8594486	Zofingen, Kunzenbadstrasse	29	471722N	075658E	8594486	Zofingen, Kunzenbad	29		CH	1
8594487	Zofingen, Finkenrainweg	29	471724N	075706E	8594487	Zofingen, Finkenrai	29		CH	1
8594488	Zofingen, Kirchmoosstrasse	29	471723N	075718E	8594488	Zofingen, Kirchmoos	29		CH	1
8594489	Zofingen, Brunnhaldenweg	29	471720N	075729E	8594489	Zofingen, Brunnhald	29		CH	1
8594490	Rothrist, Neue Industriestr.	29	471800N	075200E	8594490	Rothrist, Neue Indu	29		CH	1
8594491	Wald ZH, Nordeck	29	471608N	085455E	8594491	Wald ZH, Nordeck	29		CH	1
8594494	Schwendi BE,Grindelwaldstrasse	26	463752N	080013E	8544322	Schwendi BE,Grindel	26		CH	1
8594495	Muriaux, gare	26	471437N	065907E	8594495	Muriaux, gare	26		CH	1
8594496	Grolley, Rosiere	29	464958N	070459E	8594496	Grolley, Rosiere	29		CH	1
8594497	Oftringen, Neuquartier	29	471851N	075521E	8594497	Oftringen, Neuquart	29		CH	1
8594500	Leukerbad, Bahnhof	26	462247N	073734E	8594500	Leukerbad, Bahnhof	26		CH	1
8594501	Leukerbad, City	29	462248N	073741E	8594501	Leukerbad, City	29		CH	1
8594502	Leukerbad, Schulen	29	462250N	073735E	8594502	Leukerbad, Schulen	29		CH	1
8594503	Leukerbad, Gemmi-Bahnen	26	462259N	073731E	8594503	Leukerbad, Gemmi-Ba	26		CH	1
8594504	Leukerbad, La Boheme	29	462256N	073739E	85G2448	Leukerbad, La Bohem	29		CH	1
8594505	Leukerbad, Diana	29	462259N	073746E	8594505	Leukerbad, Diana	29		CH	1
8594506	Leukerbad, Obere Maressen	29	462253N	073753E	8594506	Leukerbad, Obere Ma	29		CH	1
8594507	Leukerbad, Lärchenwald	29	462237N	073754E	8594507	Leukerbad, Lärchenw	29		CH	1
8594508	Leukerbad, Torrent-Bahnen	26	462219N	073745E	8594508	Leukerbad, Torrent-	26		CH	1
8594509	Leukerbad, Bristol	29	462231N	073739E	8594509	Leukerbad, Bristol	29		CH	1
8594512	Leukerbad, Therme/Rehazentrum	29	462240N	073734E	8594512	Leukerbad, Therme/R	29		CH	1
8594535	Thun, Arena Thun	29	464447N	073616E	8594535	Thun, Arena Thun	29		CH	1
8594536	Thun, Zollhaus	29	464542N	073610E	8594536	Thun, Zollhaus	29		CH	1
8594538	Rüti ZH, Waldau	29	471538N	085021E	8594538	Rüti ZH, Waldau	29		CH	1
8594539	Wetzikon ZH, Kastellstrasse	29	472001N	084810E	8594539	Wetzikon ZH, Kastel	29		CH	1
8594540	Wetzikon ZH, Motorenstrasse	29	471956N	084751E	85G2449	Wetzikon ZH, Motore	29		CH	1
8594541	Wetzikon ZH, Schönau	29	471931N	084721E	8594541	Wetzikon ZH, Schöna	29		CH	1
8594542	Wetzikon ZH, Uster-/Weststr.	29	471938N	084736E	8594542	Wetzikon ZH, Uster-	29		CH	1
8594543	Wetzikon ZH, Widum	29	471950N	084747E	8594543	Wetzikon ZH, Widum	29		CH	1
8594544	Ecuvillens, Route de Posieux	29	464534N	070531E	8594544	Ecuvillens, Route d	29		CH	1
8594546	Klosters, Soldanella	29	465221N	095310E	8594546	Klosters, Soldanell	29		CH	1
8594547	Klosters, Fuchsfarm	29	465227N	095315E	8594547	Klosters, Fuchsfarm	29		CH	1
8594548	Klosters, Pardels	29	465228N	095327E	8594548	Klosters, Pardels	29		CH	1
8594549	Klosters, Russna	29	465222N	095335E	8594549	Klosters, Russna	29		CH	1
8594551	Klosters Platz, Bahnhof	26	465209N	095252E	8594551	Klosters Platz, Bah	26		CH	1
8594552	Dielsdorf,Ruchwiesen	29	472852N	082750E	8594552	Dielsdorf,Ruchwiese	29		CH	1
8594553	Opfikon, Schwimmbad	29	472558N	083417E	8594553	Opfikon, Schwimmbad	29		CH	1
8594590	Altstätten SG, Ergeten	29	472314N	093042E	8594590	Altstätten SG, Erge	29		CH	1
8594591	Altstätten SG,Breite	29	472244N	093217E	8594591	Altstätten SG,Breit	29		CH	1
8594592	Altstätten SG, Oberkirlen	29	472232N	093312E	8594592	Altstätten SG, Ober	29		CH	1
8594593	Altstätten SG, Feldstrasse	29	472242N	093243E	8594593	Altstätten SG, Feld	29		CH	1
8594639	Lajoux JU, Le Bois des Joux	29	471600N	070634E	8594639	Lajoux JU, Le Bois 	29		CH	1
8594640	Vevey, Gutenberg	26	462801N	065021E	8594640	Vevey, Gutenberg	26		CH	1
8594641	Vevey, Nord	29	462759N	065025E	8594641	Vevey, Nord	29		CH	1
8594643	Uetikon am See,Binzigerstrasse	29	471608N	084126E	8594643	Uetikon am See,Binz	29		CH	1
8594307	Würenlos, Lärchenweg	29	472619N	082152E	8594307	Würenlos, Lärchenwe	29		CH	1
8594308	Würenlos, Limmatbrücke	29	472607N	082124E	8594308	Würenlos, Limmatbrü	29		CH	1
8594309	Würenlos, Spycher	29	472641N	082149E	8594309	Würenlos, Spycher	29		CH	1
8600313	Bredebro st	29	550325N	084923E	8600430	Bredebro st	29		DK	1
999997	Wien Secession (Papagenogasse)	26	481201N	162154E	09G0007	Wien Secession (Pap	26		AT	1
999998	Wien Secession (Makartgasse)	26	481203N	162156E	999998	Wien Secession (Mak	26		AT	1
999999	Wien Maria-Theresien-Platz	26	481220N	162141E	999999	Wien Maria-Theresie	26		AT	1
1240419	Diepoltsdorf Bahnhst	26	480219N	125137E	1240419	Diepoltsdorf Bahnhs	26		DE	1
2100149	Brest(Gr)	29	520556N	234026E	2121514	Brest(Gr)	29		BY	1
2100150	Bruzgi(Gr)	29	533755N	234638E	2121513	Bruzgi(Gr)	29		BY	1
2200186	Chop(Gr)	29	482609N	220926E	2238030	Chop(Gr)	29		BY	1
2200191	Jagodin(Gr)	29	511048N	234847E	2235150	Jagodin(Gr)	29		BY	1
5100001	Bialogard	29	540035N	155837E	5100390	Bialogard	29		PL	1
5100002	Bialystok	29	530803N	230812E	5102400	Bialystok	29		PL	1
5100003	Brzeg	29	505111N	172816E	5106210	Brzeg	29		PL	1
5100004	Brzeg Dolny	29	511558N	164336E	5106026	Brzeg Dolny	29		PL	1
5100005	Bydgoszcz Glowna	29	530806N	175930E	5101840	Bydgoszcz Glowna	29		PL	1
5100006	Bytom	29	502035N	185457E	5107230	Bytom	29		PL	1
5100007	Czestochowa	26	504831N	190717E	5106265	Czestochowa	26		PL	1
5100008	Duszniki Zdroj	29	502429N	162308E	5105752	Duszniki Zdroj	29		PL	1
8600361	Bur st	29	562204N	082534E	8600195	Bur st	29		DK	1
8600373	Charlottenlund st	29	554507N	123421E	8600657	Charlottenlund st	29		DK	1
8600416	Doestrup(Soenderjylland) st	29	550703N	084828E	8600428	Doestrup(Soenderjyl	29		DK	1
8600424	Dronningmoelle st	29	560552N	122315E	8601601	Dronningmoelle st	29		DK	1
8600426	Duemose st	29	560035N	121546E	8601401	Duemose st	29		DK	1
8600432	Dybboelsbro st	29	553955N	123335E	8600634	Dybboelsbro st	29		DK	1
8600438	Dyssegaard st	29	554358N	123209E	8600780	Dyssegaard st	29		DK	1
8600439	Dyssekilde st	29	555907N	115633E	8601707	Dyssekilde st	29		DK	1
8600464	Ejby st	29	552543N	095548E	8600504	Ejby st	29		DK	1
8600488	Emdrup st	29	554316N	123227E	8600688	Emdrup st	29		DK	1
8600494	Engesvang st	29	561004N	092106E	8600270	Engesvang st	29		DK	1
8600508	Esbjerg st	29	552804N	082731E	8600215	Esbjerg st	29		DK	1
8600516	Espergaerde st	29	555946N	123300E	8600667	Espergaerde st	29		DK	1
8600551	Farum st	29	554843N	122226E	8600696	Farum st	29		DK	1
8600576	Firhoej Station (Gilleleje)	29	560554N	122121E	8601603	Firhoej Station (Gi	29		DK	1
8600582	Fjellenstrup st	29	560659N	121754E	8601402	Fjellenstrup st	29		DK	1
8600622	Fredensborg st	29	555838N	122425E	8600685	Fredensborg st	29		DK	1
8600623	Fredericia st	29	553405N	094420E	8600079	Fredericia st	29		DK	1
8600629	Frederikshavn st	29	572634N	103226E	8600001	Frederikshavn st	29		DK	1
8600632	Frederikssund st	29	555009N	120356E	8600714	Frederikssund st	29		DK	1
8600633	Frederiksvaerk st	29	555807N	120109E	8601709	Frederiksvaerk st	29		DK	1
8600637	Friheden st	29	553745N	122857E	8600764	Friheden st	29		DK	1
8600644	Fruens Boege st	29	552211N	102239E	8600533	Fruens Boege st	29		DK	1
8600646	Frederiksberg Fuglebakken st	29	554143N	123138E	8600640	Frederiksberg Fugle	29		DK	1
8600658	Gadstrup st	29	553423N	120558E	8600800	Gadstrup st	29		DK	1
8600669	Gaarde st(DK)	29	554551N	083641E	8600209	Gaarde st(DK)	29		DK	1
8600681	Gelsted st	29	552346N	095828E	8600505	Gelsted st	29		DK	1
8600684	Gentofte st	29	554513N	123230E	8600673	Gentofte st	29		DK	1
8600694	Gilleleje st	29	560726N	121811E	8601403	Gilleleje st	29		DK	1
8600702	Give st	29	555034N	091412E	8600289	Give st	29		DK	1
8600743	Glostrup st	29	553947N	122353E	8600622	Glostrup st	29		DK	1
8600746	Glumsoe st	29	552112N	114145E	8600773	Glumsoe st	29		DK	1
8600749	Godhavn st	29	560336N	120550E	8601405	Godhavn st	29		DK	1
8600751	Goerding st	29	552811N	084804E	8600220	Goerding st	29		DK	1
8600753	Goerloese st	29	555312N	121209E	8601713	Goerloese st	29		DK	1
8600760	Graested st	29	560423N	121711E	8601409	Graested st	29		DK	1
8600761	Graested Syd st	29	560349N	121743E	8601428	Graested Syd st	29		DK	1
8600767	Graasten st	29	545507N	093538E	8600322	Graasten st	29		DK	1
8600771	Gredstedbro st	29	552351N	084428E	8600421	Gredstedbro st	29		DK	1
8600777	Greve st	29	553454N	121748E	8600770	Greve st	29		DK	1
8600779	Gribsoe st	29	555915N	121806E	8601407	Gribsoe st	29		DK	1
8600782	Grimstrup st	29	555456N	120609E	8601711	Grimstrup st	29		DK	1
8600792	Groenholt st	29	555711N	122210E	8600777	Groenholt st	29		DK	1
8600793	Groennehave Station (Helsingoer)	29	560225N	123640E	8601606	Groennehave Station	29		DK	1
8600809	Guldager st	29	553209N	082625E	8600214	Guldager st	29		DK	1
8600842	Hadsten st	29	561939N	100250E	8600047	Hadsten st	29		DK	1
8600876	Hammerum st	29	560755N	090348E	8600274	Hammerum st	29		DK	1
